movie_title,rating,helpful,total,date,title,review
The Emperor's New Groove,7,0,1,11 June 2016," short and fun
",Kuzco (David Spade) is an arrogant dictatorial Inca emperor. Pacha (John Goodman) is told that his village is being destroyed in favor for the emperor's new summer home. Yzma (Eartha Kitt) wants to rule instead. She and her dim-witted boy toy Kronk (Patrick Warburton) tries to poison Kuzco but it transforms him into a llama.David Spade's sarcastic comedy comes through. It's a pretty simple Disney cartoon. Its short length and thin story makes this more like an episode than a feature. It's fun but not that substantive. The main character learns to be good and the villain gets her comeuppance. The animation is not always that cinematic but the heights do give a bit of vertigo. This is a short and fun ride.
Blade Runner,9,2,5,19 March 2015," important sci-fi film
","Early in the 21st Century, the Tyrell Corporation advanced Robot evolution into the NEXUS phase known as Replicants. Replicants were used Off-world as slave labor, in the hazardous exploration and colonization of other planets. After a bloody mutiny, they were declared illegal on earth and Blade Runner units were created to retire trespassing Replicants. It's 2019 Los Angeles. Policeman Gaff (Edward James Olmos) brings in ex-blade runner Rick Deckard (Harrison Ford). Bryant (M. Emmet Walsh) orders him to track down four escaped Nexus 6 models. Roy Batty (Rutger Hauer) leads Zhora (Joanna Cassidy), Leon Kowalski (Brion James) and Pris (Daryl Hannah). Deckard goes to test the new Nexus 6 model by using the machine on Rachael (Sean Young). Dr. Eldon Tyrell (Joe Turkel) hasn't told her. The Replicants track down Hannibal Chew (James Hong) and J.F. Sebastian (William Sanderson) to meet Tyrell.I remember first seeing this on cable with the happy ending. It remains the version I like the most despite its inherit contradiction. I still like the shock of the green with the Vangelis music driving into the future. Also I like the voice-overs despite their detractors. I love the final voice-over during the happy ending which is eliminated in the final cut. In addition, I cannot abide by Deckard being a Replicant. This is great cyberpunk vision of the future. Its designs are still influential. I love the hard-boiled noir genre being married to a sci-fi movie. It does move slowly in the middle but I accept that flaw. It is meticulous and detailed visually. The Philip K. Dick story is compelling. It remains an important sign post in the sci-fi genre."
Bruce Almighty,6,0,0,9 November 2013," Jim Carrey vehicle
","Bruce Nolan (Jim Carrey) is a disgruntled small TV reporter in Buffalo. Everything seems to be going against him, and he rages against God (Morgan Freeman). To teach him a lesson, God endows Bruce with all his powers. Jennifer Aniston plays his girlfriend Grace Connelly.Jim Carrey's manic behavior can be quite grating. He's not that likable at the start. He is full of himself, and does too much complaining. Once he gets his powers, his attics are much more funnier. He and Jennifer Aniston are actually fun together.This movie is funnier as a premise. When you get down to it, Bruce is selfish. The constant referencing of 'It's a Wonderful Life' just reminds me how much nicer George Bailey is. Bruce is no George Bailey."
Mr. Holland's Opus,8,0,1,20 September 2013," Poignant film
","Mr Holland (Richard Dreyfuss) is a frustrated musician and composer. He is frustrated at his teaching job. It was supposed to be temporary to pay the bills. But the years pass, his life passes, and he feels he has achieved nothing. But what he discovers is that his life has meaning for all those he has touched over years.This is definitely one of those feel good movies. The individual stories are memorable. The feeling of lost palpable. The moment when he finally connects with his deaf child. That was powerful. All the stories are poignant. Richard Dreyfuss is perfectly suited as the old disillusioned teacher. It's a good cry movie all the way."
The Greatest Showman,7,5,11,8 March 2018," big broad Broadway
","Charity Hallett (Michelle Williams) and P.T. Barnum (Hugh Jackman) are childhood sweethearts and loving parents to two girls. As a child, his father worked as a lowly tailor for her wealthy family. After his father's death, he struggled to survive on the streets of New York. When they reached adulthood, Charity leaves the comforts of her family home for his love. He lies to a banker for the money to buy a wax museum. Eventually, he turns it into a circus of oddities. He recruits successful black sheep playwright Phillip Carlyle (Zac Efron) who falls in love with trapeze artist Anne Wheeler (Zendaya). He is desperate for high society approval and promotes high class singing sensation Jenny Lind (Rebecca Ferguson).This is a brash and broadest of Broadway musical. It is big and melodramatic. Obviously, Hugh is the perfect man for the job. This is a movie that knows what it is and is happy to play it to the fullest. Coming into this, my biggest fear is an easy lackadaisical treatment of historical facts. How big and broad this is actually helps to alleviating that fear. Nobody will mistake this for a documentary. It is to be taken as the lightest of entertainment with the broadest of emotions. I would have liked a reference to 'There's a sucker born every minute' even if it's not from P.T.'s mouth. Maybe I missed that in the movie. I like all the actors especially Jackman. It hits some great notes. I especially like the trapeze dance between Anne and Phillip. Mostly, I'm disappointed with the wooden acting from Ferguson. The most compelling part of her role is the on stage singing. I wonder if an actual singer would be infinitely more fitting. I simply don't believe her singing and the role doesn't ask much in terms of acting. Overall, it's a big musical and it doesn't want to be anything else."
Monsters University,8,0,0,24 December 2013," Great origins story
","This is the origins story of Mike Wazowski and James P. Sullivan whom we got to know in the 2001 movie. And it's a great origins story. Mike and Sulley start out as enemies. Mike has never been scary, but his goal hasn't changed since when he was a kid. He's 'Rudy'. He's the little guy with heart and drive. Then we have Sulley who's been living off on his family's reputation and his natural abilities. When they accidentally destroy Dean Hardscrabble (Helen Mirren)'s container, they are failed out of the Scare Program. They end up working together to get back in.The story is pulled from all those college movies like 'Revenge of the Nerds'. The big thing this movie has is heart. More than the first movie, we grow to love these guys and we see how they grow to love each other. This is even better than the original."
Ben-Hur,8,0,3,24 December 2014," Hollywood epic
","The movie starts with the birth of Christ in Bethlehem. In 26AD, Jesus is in Nazareth. Messala (Stephen Boyd) returns to his childhood home Jerusalem as the commander of the Roman garrison. He intends to bring order back to the restive province. His old friend Judah Ben-Hur(Charlton Heston) is a prince and richest man whose family used to rule Judea. However, Judah refuses to be Messala's informer. Simonides (Sam Jaffe) is a loyal family slave. His daughter Esther (Haya Harareet) is in love with Judah but she is betroth to another. During the arrival of the new governor, loose tiles fall from Judah's house injuring the governor. Vindictive Messala sees an opportunity to make Judah an example. Judah is turned into a slave and his mother and sister imprisoned. Judah is assigned to row Roman Consul Quintus Arrius (Jack Hawkins)'s flagship. Their ship is sunk and Judah rescues Arrius. Arrius is given credit for a Roman victory and he adopts Judah as his son. Eventually he goes home in search for his family and seek revenge on Messala. Still he's willing to forgive Messala if his family is restored. However Messala finds them as lepers in their cell and sends them away. Esther keeps their secret and lies to Judah that they're dead.This is an Hollywood epic for mostly good and a little bad. The bad is pretty minor. It's long and long-winded at times. It does get melodramatic and the acting can be very broad. For the subject matter, broad acting is somewhat appropriate. The movie always gets me when Jesus gives Judah water. It gets the epic arc of the story. The movie rises to the challenge. There are many amazing scenes but non grander than the epic chariot race. This is a movie where epic can't be used enough."
Casino Royale,8,2,5,28 November 2013," Reboot with a bang
","Daniel Craig stars in this reboot to the Bond franchise. The prologue sets the darker and grittier mood right away. It's black and white, and it's hard violence. Just in case you didn't get the message. The story goes pretty quickly to Daniel Craig jumping on giant cranes, in a crazy parkour chase. This is not your daddy's Bond.This Bond starts off as a brash guy who just got his double o designation. He's physical. The action is more visceral, not as much cartoon violence. Bond as a physical specimen is epitomized by the bikini shot. It's not a Bond girl that gets the big bikini reveal. It's Bond.The story does have a slowdown after the crane to pick up all the pieces of the story. Once it gets going again, and this time he doesn't stop. But it's not simply more action that's the difference from Pierce Brosnan. It's the rejection of all that is Bond cheese. The smirky tone, and the perfunctory womanizing are all gone.Mads Mikkelsen provides a good menacing foil. And Eva Green provides the proper love interest. However she comes in an hour into the movie and would be better to have more screen time. At least, she and Bond have good verbal exchanges with the time they have, and the movie really takes off. Bond is monogamous. Who knew?"
Toy Story 3,9,0,1,8 December 2013," The whole gang is back, and this time in the great escape
","Better than the second one, this one returns many more toys in this movie. The gang is mistakenly thrown out as trash when Andy is about to go to college. The toys escape just in time and decide to go to be donated to the daycare. It becomes clear that there is a dictatorship when the new toys are tricked into the more rambunctious toddlers room. Meanwhile Woody gets out of the daycare only to be taken by another kid.There are two things I love about this installment of the franchise. First is the fact that there are more toys, and the whole gang is around. The interactions and the comradery that was a little thin in the second installment. All of it is back. And Barbie gets Ken to go along with her.Second is the great escape concept. It really works for these toys. The danger has never been more compelling. The victory has never been more sweet. It's a great idea for the story."
Trainspotting,9,1,2,14 January 2015," unique wild ride
","Four Edinburgh friends Mark Renton (Ewan McGregor), Daniel 'Spud' Murphy (Ewen Bremner), Simon 'Sick Boy' Williamson (Jonny Lee Miller), and psychopath Francis Begbie (Robert Carlyle) are into the low life heroin addicted junkie world. Renton tries to quit with a couple of final rectal suppositories. He steals clean-cut friend Tommy MacKenzie (Kevin McKidd)'s sex tape with his girlfriend. He chases after Diane Coulston (Kelly Macdonald) from the club but he finds out that she's underage after sleeping with her. The guys go back to doing heroin. Even Tommy starts doing it after dumped by his girlfriend for losing the sex tape.Director Danny Boyle gives a flashy, densely-packed, dark and hilarious vision of the drug life. It is disturbing and funny, sometimes at the same time. It doesn't promote drug use despite some criticism to that fact. The grim and ugliness should dissuade people from using. It is a wild ride and something unique."
Ice Age: Dawn of the Dinosaurs,6,1,1,24 November 2013," kiddie franchise settling in
","Manny (Ray Romano) and Ellie (Queen Latifah) are expecting a baby. Diego (Denis Leary) is having trouble and decide to leave the herd. Sid (John Leguizamo) finds 3 dinosaur eggs and starts his own family. When the dinosaur mom returns and takes Sid, the gang reunites to rescue him.It was never a movie of accurate biological history, but now they've added dinosaurs. It wouldn't be a big deal except the little kids probably don't know any better. The dinosaurs are kinda scary which makes the action in this movie much more frightening and much more exciting.There are now more and more characters. The new one in this movie is the one-eyed weasel Buck (Simon Pegg), a hermit living in an underground Dinosaur oasis. He's an interesting character but I wonder if the gang is getting too crowded. The franchise keeps going, and is still worthwhile for the little kids."
Space Jam,5,1,4,22 June 2015," Michael Jordan and Bugs Bunny
","Michael Jordan is playing baseball and really sucks at it. Swackhammer is the owner of the amusement park planet Moron Mountain and he needs new attractions. His underlings arrive on Earth to take Bugs Bunny and the rest of the gang back as prisoners. Bugs trick the tiny aliens into playing basketball for their freedom. However the aliens steal the talents of the greatest NBA star to become basketball monsters. While playing golf with Bill Murray and Larry Bird, Jordan is taken by Bugs to join their team.One has to compare and contrast this to 'Who Framed Roger Rabbit'. There is no excuse for this but the animation looks cheaper. There is some CGI but it's in its early form. It looks like a 90s TV cartoon and doesn't really hold up. There is a more timeless quality about Roger Rabbit. Then there is Jordan. This is very much a vehicle for Jordan but it doesn't make him a good actor. There is really no acting in this. As a pop artifact, it's kind of interesting to see but it's not a good movie. It's mostly for kiddie Jordan fans back in the day."
La Vie En Rose,7,1,2,19 November 2016," Cotillard amazing
","This is a biopic of Édith Piaf (Marion Cotillard) told in a non-linear manner. The movie starts with her collapsing during a 1959 New York performance. She is a young girl crying in the streets of 1918 Paris. Her father is away at war and her singing mother abandons her. He returns home to take the sick Édith away to his mother who runs a brothel in Normandy. She is befriended by maternal hooker Titine. His father returns again to take her away to work in the circus. They quit the circus and she starts singing in the streets. Nightclub owner Louis Leplée (Gérard Depardieu) hires her giving her the name Piaf until his murder. This is a low point as the public turns against her and she is forced into a convent by her mother. Next, she is in post-war New York falling for boxer Marcel Cerdan. It is a troubled exuberant life of ups and downs.Marion Cotillard is incredibly powerful acting this wild life. She delivers on every point. It's a masterful performance. The movie itself is a long-running biopic. The story isn't able to distill into a simple idea. It's a lot of sections and vignettes. The most controversial and powerful should be her years in occupied Europe working under Nazi rule. Oddly, the movie seems to skip over that important part of her life. Maybe, there are uncomfortable rumors that the movie refuses to touch. Overall, Cotillard is so powerful that any problems fade into the background."
Bull Durham,8,4,6,14 July 2014," Best comedy about professional baseball
","It's the professional pitching debut of Ebby Calvin 'Nuke' LaLoosh (Tim Robbins) for the A ball Durham Bulls. He has a million dollar arm and a five cents head. They bring in veteran catcher Crash Davis (Kevin Costner) to mentor the young pitcher. Only he's too old for this stuff. Annie Savoy (Susan Sarandon) is a baseball philosopher and team super fan. Every year, she picks one player to hook up with and guide. Much to Crash's dismay, she picks Nuke.This is a funny and charming baseball movie. It's got Kevin Costner's great 'I believe in...' speech. It's also got all the inside baseball interior-voice and behind-the-glove fun. It loves baseball both in its grandness and the little things. It romanticizes the game as well as its sad lowly grind. It's probably the best comedy movie about professional baseball."
Before Sunrise,8,1,1,9 April 2015," refreshing first date
","American tourist Jesse (Ethan Hawke) meets French student Celine (Julie Delpy) on the train. He talks her into getting off and walk around in Vienna. They walk the night away.I really love this movie when it first came out. There was no hint of the following sequels. It's just a great charming first date movie. The leads have great chemistry. They are both charming and lovely. This is a lot of first-date talk. It doesn't get tie down by artificial plot elements. There is nothing to drive the plot. There is no Holy Grail. There is no quest. There is no destination. There are just two people talking and trying to connect. It stops and starts. They meet two oddly funny Germans who invite them to their play. In a more conventional movie, they would actually go to this play. They forget to go and that's kind of the point. Their journey meanders without much direction. There are also great scenes of long continuous takes. Director Linklater just let the actors go on forever on the streetcar. The whole movie feels refreshing."
Signs,6,6,12,7 September 2015," going so well until the last 5 minutes
","Graham Hess (Mel Gibson) lives on a corn farm outside of Philadelphia with his brother Merrill (Joaquin Phoenix), his kids Morgan (Rory Culkin) and Bo (Abigail Breslin). Local man Ray Reddy (M. Night Shyamalan) had caused a traffic accident that killed his wife and he stopped being a priest. He discovers a crop circle and other strange things keep occurring. Bo thinks something is wrong with the water and puts glasses of water everywhere. Then aliens invade.There is no doubt that M. Night Shyamalan is a good technical director. He creates some great tension. He peppers the movie with little comedic moments. It's a great little non-explosion filled alien invasion movie. It's a tense fun little horror movie. And then the reveal happens. The movie goes into disbelief. Honestly I try to excuse it from time to time but there are no excuses. Somebody must have noticed the problem but I guess nobody was willing to challenge Shyamalan back in the day."
Vicky Cristina Barcelona,7,1,3,28 September 2013," Voice over Wrong Wrong Wrong
","Adventurous Cristina (Scarlett Johansson) and her cultured reserved friend Vicky (Rebecca Hall) go vacationing in Barcelona. They get approached by the over confident Juan Antonio (Javier Bardem). Juan immediately propositions them. Cristina is interested, but Vicky is incensed over his presumptuousness. As the two girls travel with him, their trio is turned into chaos by the wild Maria Elena (Penélope Cruz).Woody Allen has created one of his most fascinating films outside of New York. There is only one problem; The Voice Overs. It doesn't stop. It drowns out the film. I don't even know why Woody thought it's a good idea to constantly unceasingly drone on and on and on. And is there anybody less interesting doing narrations? It sucks out the passion in the film.Rebecca Hall and Scarlett Johansson were good at their particular roles. Javier Bardem is extremely fascinating and seemingly so realistic getting beautiful women with his confidence. But Penélope Cruz blows everybody away."
Sweet and Lowdown,3,4,8,30 May 2014," Just not my thing
","During the Great Depression, Emmett Ray (Sean Penn) is arguably the second best jazz guitarist in the world who is in awe of the best jazz guitarist Django Reinhardt. He's also a bad pimp, likes to shoot rats at the dump, and generally a bad human being. He connects with the lovely mute Hattie (Samantha Morton). He verbally abuses her constantly. Then he runs off on her. He meets and marries Blanche Williams (Uma Thurman).There are a lot of things I don't particularly like in this movie. I don't like Woody Allen's style of mockumentary. I don't find it funny whereas others like Christopher Guest do it better. I don't like jazz. I don't care about much of the music here. I really don't like Emmett Ray. I find him an annoying jerk. I really can't stand him. After Hattie disappeared from the movie, it becomes unwatchable to me. She's the only truly fascinating character in the movie. This is a well made Woody Allen movie. It's just not my thing."
Pitch Perfect 3,4,0,1,3 March 2018," European PP
","The girls are struggling to do life after the Bellas. Gail (Elizabeth Banks) and John (John Michael Higgins) are making their documentary on the Bellas. Beca (Anna Kendrick) quits her music producing job. Emily (Hailee Steinfeld) invites the girls to a performance but she's actually leading the new Bellas and the girls are simply audience. Desperate to sing together again, Aubrey (Anna Camp) uses her estranged father's military connection to get into the USO. They travel to Europe where they are in competition to be the opening act of DJ Khaled. Calamity (Ruby Rose) leads their main competitors. Fat Amy (Rebel Wilson) is pursued by her estranged Fergus (John Lithgow).At least, the gang is back and that's half the battle. Their group chemistry is the heart and soul of this franchise. Beca and Fat Amy have a great back and forth relationship. However, Fat Amy's ridiculous story is not funny and her gimmick gets less fun especially without Beca. This is a collapsing franchise. Like others before it, this one goes over to Europe to speed up the decline. The writing is clunky and a throwback to bad sequel writing. It's weak and cliche in a bad way. Trying to be an action camp is probably a wrong move. It might work as a Bond spoof if it dives in head first. This simply doesn't work other than the girls' group relationships."
Elizabeth: The Golden Age,6,1,1,10 April 2014," Cate Blanchett is still great, but the movie is not so much
","It's 1585. An older Queen Elizabeth (Cate Blanchett) navigates royal court intrigue and international affairs. Sir Walter Raleigh (Clive Owen) is the new man in her life with years of raiding Spanish gold. Spain is preparing to invade with its Armada, and Elizabeth is threatened by hidden dangers.Cate Blanchett returns to play an older Elizabeth from her amazing turn in 'Elizabeth' (1998). She has taken on the personality of the Queen. She has the presence of royalty. The story isn't as compelling as the earlier movie. It doesn't have the same intensity. It's more about the costumes and less about the drama. The Spanish Armada could have been a great counter supplying the movie with much needed action. There is far too little of it, and most of it end up being less than exciting. Cate Blanchett is still great but the movie isn't as great as the actress."
The Deer Hunter,9,0,3,30 January 2016," great war movie without the big war action
","It's 1967. Best friends Mike Vronsky (Robert De Niro), Steven Pushkov (John Savage), Nick Chebotarevich (Christopher Walken) work at the local mill in an industrial Pennsylvanian town in a Russian-American community. Steven marries his girlfriend Angela pregnant with another man's baby. Mike is in love with Nick's girlfriend Linda (Meryl Streep). Nick asks Linda to marry him. The friends are heading off to the patriotic Vietname war. Mike promises Nick not to leave him there. In Vietnam, the men are captured by the Viet Cong and forced to participate in a Russian Roulette game.This is a great war home-front movie. One cannot beat De Niro and Walken and Streep. The detailed extended Michael Cimino style is effective in giving a lived-in feel to the movie. The Russian Roulette is the most controversial aspect. I think it is the shock that sends this to another level. It encapsulates the desperation and the randomness of war. It is the perfect metaphor for war."
Identity,8,0,0,9 October 2014," well made murder mystery and then ...
","Psychiatrist Malick (Alfred Molina) is treating mass murderer Malcolm Rivers. It's the night before his execution and he's being transported to a hearing to determine his sanity. Meanwhile another part of the movie centers on an isolated motel. It's a torrential rainstorm in the middle of the night. George York (John C. McGinley) brings in his injured wife Alice (Leila Kenzle) and finds motel manager Larry (John Hawkes). Ed (John Cusack) the chauffeur distracted by spoiled actress Caroline Suzanne (Rebecca De Mornay) had run her over after the Yorks broke down by the side of the road. Con woman Paris (Amanda Peet) hit a telephone pole and knocks out the land line. The motel is cut off by flooding. Lou (William Lee Scott) and Ginny (Clea DuVall) are newlyweds as well as corrections officer Rhodes (Ray Liotta) who is transporting a prisoner (Jake Busey) are also stranded at the motel. The prisoner escapes and people starts dying.The movie starts out as two related stories of a escaped killer. That is something a little bit off about the scenario but it's never quite obvious. For example, the movie doesn't need to go back to Dr. Malick if this is a simple slasher flick. The characters are all a bit specific. The total isolation seems too convenient. The movie seems to be a good B-movie with a lot of solid actors for the first two acts. Then it becomes something even more."
Saving Mr. Banks,7,2,5,21 October 2014," Emma Thompson does a good job
","Walt Disney (Tom Hanks) is turning his favorite book 'Mary Poppins' into a movie. The problem is that the stubborn author P.L. Travers (Emma Thompson) is unwilling to comprise on anything. Script writer Don DaGradi (Bradley Whitford), musical writers Robert Sherman (B.J. Novak) and Richard Sherman (Jason Schwartzman) must suffer under her unbending will. Her driver Ralph (Paul Giamatti) tries to befriend her. Travers is not actually upper class British as everybody assumed but a little girl from Australia. Her parents Travers (Colin Farrell) and Margaret Goff (Ruth Wilson) had many problems. Then one day, aunt Ellie (Rachel Griffiths) comes to help the family.It's a movie that has trouble early on when Travers is annoyingly stubborn. Scenes where a bit of comedy could be injected is inevitably deaden by her meanness. It would help if an early scene could show her suffering and therefore justify her harshness towards others. It's not simply that she is stiff and proper. That could actually be funny. There is an anger in her that needs justification. Once it digs properly into her past, she becomes more human and her character becomes more compelling. Emma Thompson does a good job especially since her character does have changes. Tom Hanks should add a bit more sour to the sweetness of his Walt Disney. The rest of the cast all do a solid job. This movie tries to straddle a more serious story with its Disneyfied version and it does it as well as expected."
Jojo Rabbit,9,3,5,22 February 2020," one of year's best
","It's WWII and Germany is losing the war. 10 year old Jojo Betzler (Roman Griffin Davis) can't tie his own shoes and has an imaginary friend in Hitler (Taika Waititi). He is starting Hitler youth training under weary war veteran Captain Klenzendorf (Sam Rockwell). He refuses to kill a rabbit and the guys ridicule him as Jojo Rabbit. One day, he finds a girl living in the wall of his late sister's room. His mother Rosie (Scarlett Johansson) is hiding Jewish girl Elsa (Thomasin McKenzie).This is an inventive film. It is feel-good and heart-breaking. It has comedy and tragedy. It is an outside-the-box, brilliant film from the unusual Taika Waititi. The kid is brilliant. The best friend is funny. ScarJo is terrific. There are some big-time emotional gut punches. There are surprising turns. This is one of the year's best."
Beowulf,7,1,2,23 February 2014," Motion capture CGI getting better
","Based on the epic poem, King Hrothgar (Anthony Hopkins) is attacked by monstrous troll Grendel (Crispin Glover). He offers a reward of half of the kingdom's gold and Beowulf (Ray Winstone) comes to answer the call. He finds not just Grendel, but his mother (Angelina Jolie) as well.Director Robert Zemeckis is using his motion capture CGI technology once again. It is a big improvement over 'Polar Express'. However the faces still lack a certain amount of life. Their eyes are still doll-like, but it's getting much better. This movie doesn't really answers the question of why. Other than a couple of interesting scenes, the movie could have easily been done better with live actors.As for the story, it lacks a character to root for. The dialog is so stiff. The movie needs an antagonist more compelling than a muscle bound screaming hero. Nevertheless, the advancement in movie technology should be praised."
Fantastic Mr. Fox,7,1,2,8 September 2013," Claymation Wes Anderson style
","Mr. Fox decides to end his wild days by doing one last raid. He plans an elaborate raid on farmers Boggis, Bunce and Bean.Wes Anderson brings his sense of filmmaking to claymation. He doesn't comprise any on the his visual, his color palette, and his language. There's no mistake that this is all Wes Anderson. The story isn't of much consequence. The dialog is filled with the dry wit that Wes Anderson is known for. The camera style on shooting head on remain even thought it's animation. Add to it, Wes has enticed the voice talents of all his famous friends including George Clooney, Meryl Streep, Bill Murray, and Jason Schwartzman. George is especially effective as the suave Mr Fox. It's interesting to see Wes Anderson try something different. However I don't this medium fits him that well. His style is already very static. The restriction of animation really decreases the emotional effectiveness of actors especially this type of claymation."
Speed,8,1,2,27 September 2013," uncredited Joss Whedon script doctoring shines through
","A psychopathic bomber (Dennis Hopper) is extorting the city. He has rigged an elevator full of people to plummet. Young brash cop Jack Traven (Keanu Reeves) and his steady partner Harry Temple (Jeff Daniels) foil the bomber's plan in a nick of time. Then the bomber blows up a bus, and tells Traven that he will blow another one. When the bus hits 50 mph, the bomb will arm and explode if it slows below 50. The driver gets shot and Annie Porter (Sandra Bullock) has to take over. The premise is simple to understand. It's visceral and easy. But it's all about the fun dialog from Joss Whedon. It's snappy and fun. Sandra Bullock is the perfect conduit to put all those exchanges. At the start, Jeff Daniels and Keanu Reeves have that great chemistry. Then they switch it to Sandra. The writing really puts it over the top of just another good action thriller."
Son of Saul,8,0,3,15 August 2016," harrowing unrelenting horrors
","It's October 1944 Auschwitz-Birkenau. Saul Ausländer is a Hungarian Jew working as a Sonderkommando member. They clean up the gas chamber, clear the bodies, and collect the prisoners' belongings. One boy manages to survive the gassing. The Nazi doctor suffocates the boy and orders an autopsy. Saul steals the body and tries to recruit a rabbi to give the boy a proper burial.This is a harrowing tale. It is unrelenting and unforgiving. The point of view camera style takes the audience right into the horrors. It gives the audience a front row seat. One could almost smell the sick in the gas chamber. This movie takes hold and never lets go."
Live Free or Die Hard,7,2,3,5 October 2013," Great big action
","Somebody has hacked the FBI Cyber-Security Division and FBI Deputy Director Miguel Bowman has ordered a round up of all the hacker suspects. He doesn't care that nobody's working the weekend, and gets local police to do the sweep. John McClane (Bruce Willis) is set to take Matt Farrell (Justin Long) in when somebody tries to kill him.Director Len Wiseman (Underworld) brings us the 4th installment of the Die Hard franchise. It's all action from start to finish. The action is big time shoot them up, real stunts, and CG extravaganza. No short cuts are taken with the explosive overproduced movie. John McClane is back with an even bigger bang. Justin Long has a few jokes as the fast talking computer geek. But all the computer talk doesn't really fit the Die Hard franchise. Like John McClane, Die Hard just doesn't do computers. Just for a personal touch on the story. This time around, the bad guys have kidnapped his daughter Lucy Gennaro Not McClane (Mary Elizabeth Winstead)."
X2: X-Men United,7,0,1,21 September 2013," Good follow up
","The group is back. Magneto is still imprisoned. This time a mutant called Nightcrawler (Alan Cumming) tries to kill the president. In response, the government under the help of William Stryker (Brian Cox) institute more draconian measures to control the mutant population including attacking Professor X's school.Alan Cumming is doing a fun character. The plot gets complicated with double dealing and cross currents but still easily followed. It's a good sophomore follow up in the franchise.It's almost a prerequisite to have all hell break loose after the happy ending to the first movie. So the first half of the movie is to bring everything down. Once the whole lot is destroy, then they can come back to save the day. This time the bad guy is Stryker and even Magneto is there to join the fight. It's a perfectly fine follow-up."
The Ringer,1,1,3,5 May 2015," uncomfortably unfunny
","Steve Barker (Johnny Knoxville) goes to his boss to ask for a promotion. His first job is to fire the janitor Stavi. He can't bring himself to do it and instead hires him to mow his lawn. Stavi accidentally cuts off his finger and Steve needs $28k to get it reattached. His sleazy uncle Gary (Brian Cox) comes up with the idea to fix the Special Olympics. Gary wants him to pose as mentally challenged to beat the pentathlon champ Jimmy Washington. He falls for event organizer Lynn Sheridan (Katherine Heigl).The start is pretty weak with a wishywashy lead character. I don't think Knoxville is particularly good at playing that character. Katherine Heigl is fairly wooden in this. Knoxville pretending to be slow is par for the course for most of his movies. None of these problems mean the end of the world. I actually like the real handicap actors in this. The biggest problem I have are all the actors acting as mentally handicap. It feels demeaning and fake. Unless they are trying to be Dustin Hoffman doing Rain Man, this was never going to work. They are better off simply getting real handicap actors to do the roles. Even if they can't quite say the lines, they could concentrate the acting to the few that seem to do good work. It's kind of insulting. It's uncomfortable. It's not funny. I just keep thinking that Knoxville is suppose to be stupid and funny for faking a mental handicap. Yet there are all these other actors who are actually faking mental handicap and the audience has to take them seriously."
Thor: The Dark World,8,3,5,24 August 2014," great fun and exciting superhero movie
","Dark Elves are an ancient nemesis to Asgard. Their leader Malekith (Christopher Eccleston) tried to use Aether to send the universe into darkness. In a great battle, the Dark Elves were routed, Malekith managed to escape and Asgard buried the Aether beyond use. It's many years later in the present day. Loki (Tom Hiddleston) is imprisoned. Thor (Chris Hemsworth) is fighting to bring order back to the nine realms. Jane Foster (Natalie Portman) is alone on Earth since Thor left her in New Mexico 2 years ago. She's now in London with her intern Darcy Lewis (Kat Dennings) who in turns has her own intern. Erik Selvig (Stellan Skarsgård) has gone a little crazy and very naked. Jane is doing research on an anomaly which Asgard and the Dark Elves call Convergence. She gets sent through a wormhole to Svartalfheim where she's impregnated with all the Aether. Thor brings Jane back to Asgard despite Odin (Anthony Hopkins)'s disapproval.This is a lighter and jokier affair. Its broad jokes delivered mostly by Kat Dennings playing the traditional best friend rom-com role to Natalie Portman. Portman continues to be a weak point in this franchise. It's more her Jane Foster character who really lacks consistent chemistry and reason for their love affair. This is a love that spans the universe and I can't explain it other than they're both played by really gorgeous human specimens.The best parts are that the world of Asgard is expanded more. It's not just a set but a real place now. The movie gives a real sense of it. Also Thor and Loki expands their relationship. Their brotherly rivalry is deeper this time and Loki is set to become a big Marvel character in the future. Malekith is a slight disappointment as the villain. Quite frankly, all the usual fun villainy characteristics are given to Loki while Malekith is merely a one dimensional plot device. Malekith is really only a secondary character and maybe that's a good thing. The battles are great. The final battle is thrilling with a lot of fun. That's how I would describe the movie as a whole."
Lucy,6,2,7,21 April 2015," Fun action thriller turns into mumbo jumbo
","Lucy (Scarlett Johansson) is studying in Taiwan. Her new friend Richard tricks her into delivering a suitcase. It's filled with a new synthetic drug CPH4. She is kidnapped by kingpin Mr. Jang and forced to be a drug mule surgically inserted into her abdomen. She is kicked by her abductor and the drug seeps into her system. Professor Norman (Morgan Freeman) has a theory about the human mind. Most use only 10%. The drug opens up Lucy's mind turning her into a superhuman as she uses more and more of her brain. With the help of Paris police detective Pierre Del Rio, she tracks down the drug from the other mules and contact Norman to transcend her humanity.This starts off as a fun action thriller filled with inventive Luc Besson touches. Johansson is good transitioning from victim to machine-like superbeing. I like going to a lesser used exotic location like Taiwan. However Besson tries to be profound. It descends into a lot of mumbo jumbo. At which point, I realize the whole movie is a lot of scientific mumbo jumbo. It wouldn't matter so much but Besson seems to really want to say something. He ends up saying nothing."
